old,english,speaker
"ヒヒヒ――ハハハ――
ン？　何ダ、イタノカ",,Garrulous Skeleton
"何ヲシテイタカ、ダト？
――聞イテタノカ
ソノ――ソレッポイ笑イ方ノ練習ダ",,Garrulous Skeleton
"ココデ“良イ働キ”ヲスレバ
俺ノ株モ、上ガリ放題ダ！",,Garrulous Skeleton
"脳無シモンスターバカリ
連レテ来タノハ失敗ダッタ――",,Garrulous Skeleton
"ソモソモ、アイツラノ面倒ヲ見ルダケデ
結構疲レルンダヨナ",,Garrulous Skeleton
"オオ――コンナニタクサン
感謝スルゾ",,Garrulous Skeleton
"トコロデ、一体ドコカラ集メテクルンダ？
アレダケアンデッドヲ操ッテ探シテモ
見ツカラナカッタノニ――
地面ニデモ埋マッテイルノカ？",,Garrulous Skeleton
"ナンダ！
期待サセヤガッテ！",,Garrulous Skeleton
"早速集メテ来タンダナ！
ヨシヨシ、褒メテヤルゾ",,Garrulous Skeleton
"ダガ――コンナモノデハ、マダマダ足リナイ
モットモット集メマクルノダ！",,Garrulous Skeleton
"《禍魂の晶石》ヲ
集メレバ集メルホド“良イモノ”ヲヤルゾ！
俺ハナ、コウ見エテ太ッ腹ナノダ",,Garrulous Skeleton
