old,english,speaker
"隊長！　こんにちは
ふふ、どうかしましたか？",,Cecily
"お招きいただき、ありがとうございます
とても嬉しいです
みなさんとの時間を持つことができて――",,Cecily
"わたしがここに来られるなんて
白竜さまの導きによるものでしょうか",,Cecily
"こうしたお祭りはないけれど
フィンダムの若者も、想いを伝えるために
贈り物をするんですよ",,Cecily
"部族によっても違いがありますが
花やアクセサリーを贈る人が多いみたいです
モルフォールでは本も人気だと聞きますね",,Cecily
"レスタニアにはまた来てみたいと思ってたんです
それが叶うなんて！
今目の前に広がっている光景――夢のようです",,Cecily
"これを、わたしに？
ありがとうございます！",,Cecily
"きれいな手紙ですね
紙も、文字も凝っていて
特別なものなんだって一目でわかります",,Cecily
"隊長、わたし――
みなさんと出会って
たくさんのことを知りました",,Cecily
"今、また新しく知ることができて
本当に幸せなんです
こんなにあたたかな気持ち、いつぶりでしょう",,Cecily
"あと少しだけ、ここにいてもいいですか？
隊長と過ごせる時間が楽しくて、夢みたいで――
こんな夢なら、もう少し
見ていたいと思ってしまうんです",,Cecily
