old,english,speaker
"あっ！　隊長じゃないか
キミもそこに座りなよ",,Sonel
"ちょっとちょっと
メイロワ将軍もいるなんて聞いてないぞ
いや、別にいたからどうってワケでもないけど",,Sonel
"バレたらマズいことが
いくつかあるってだけさ！",,Sonel
"いや～、異国にお呼ばれするなんて
軍師やっててよかったよ、ホント！
観光ついでに色々勉強させてもらおうかな",,Sonel
"さっき聞いたんだけど、なんでも
力が湧いてくる温泉があるんだって？
気になるなぁ、ぜひとも行ってみたいなぁ
案内してくれる人がいればなぁ～",,Sonel
"ここの酒場ってツマミ以外もあるのかな？
できればシチュー的な物で温まりたいよ",,Sonel
"待ちくたびれたよ――
でも、キミが何かくれるはずだと思って
ずっと待ってたんだ",,Sonel
"さぁ、早速だけど見せておくれよ！
その“特別”ってやつを！",,Sonel
ああ、コレはアレだね！,,Sonel
"アレ――テーブルに飾る布！
テーブルセンターっていうんだっけな
ずいぶんオシャレな物をくれるじゃないか！
隊長、ありがとう！",,Sonel
"知ってるかもしれないけど
ほら、僕の持ち物ときたら
大体どこかへ逃げだすのが得意だからさ",,Sonel
"これはなくならないように
家にある一番大きなテーブルの
一番広くて良い場所に敷いておかないとだ！",,Sonel
"ああ、そうそう
これが無くなってしまっていないか
隊長が様子を見にきてくれてもいいんだよ
――ほんとにいつでも、見にきてくれていいから！",,Sonel
