old,english,speaker
隊長！　今回も楽しもうね！,,Lise
"戦ってばかりは疲れちゃうから
こういうお祭りがもっとあるといいな",,Lise
"ねぇねぇ、シェリーの着てる服
とっても可愛いよね！
今回の服もアンジェロが選んだんだって！",,Lise
"それにしても、二人とも白くて豪華な服だし――
何かを連想しちゃわない？
そういうつもりじゃないのかなぁ",,Lise
"先月はガルドリンとエリオットが
ここに呼ばれてたでしょ？
羨ましかったんだ～",,Lise
"やったぁ！　そうこなくっちゃ！
なになに――？
わぁ、手紙――？",,Lise
"うーん
何か良い感じのことが書いてあるのは
わかるんだけど――
言い回しが難しいっていうか――",,Lise
"あ、でも字が凝ってて素敵だね！
紙も綺麗な色だし、このまま飾っても
良さそうなくらいお洒落だよ
この感じ、わたし好きだな～",,Lise
"なんでだろう
最初はよくわからないと思ったのに
見てるとどんどん嬉しくなっちゃう",,Lise
"――あ、そっか、隊長からもらったから嬉しいんだ！
この手紙、大切にするね
隊長、ありがと！",,Lise
