old,english,speaker
今年もこの季節が来ましたね！,,Elliot
"こうして、隊長と楽しめる催しに
また呼んでもらえて――光栄です！",,Elliot
"気になっていることがあるんです
あの二人が、一体どこでアッカーシェランの
人たちを知ったのかって――",,Elliot
"ジョゼフ様に相談したのか、それとも
実は偵察能力がすごかったりするんでしょうか
――前者は考えにくいですよね",,Elliot
"酒場の雰囲気、結構好きなんですよ
次の休み、みんなで何か食べに来ませんか
もちろんリズも誘って",,Elliot
"神殿でゆっくりすることって
最近あんまり無い気がして",,Elliot
"あっ、ありがとうございます！！
やったッ！
隊長からのプレゼント、嬉しいです！",,Elliot
"この色、隊長が選んでくださったんですよね？
すごく素敵です
いえ、もともと好きな色なんですけど！
大好きな色になりました",,Elliot
"あの――これ、俺が隊長の右腕として
直々に認められた証だって
思っていてもいいですか？",,Elliot
"そうだと思うと、神殿から
どんな勲章をもらうよりも
ずっと誇らしい気持ちに――
何よりも、明日への励みになりますから",,Elliot
"――ということで
しばらくは額に入れて飾っておきます！
敷物として使うなんて勿体ないですしね
覚悟ができたらちゃんと使いますよ！",,Elliot
