old,english,speaker
何だ、何か欲しい物あるか,,Ivan
筋ある奴、弓教える悪くない,,Ivan
"ここ獲物多い
大物狙い、森の奥",,Ivan
"――あぁ、ん――？
お前、まだ未熟
《ハンター》として半人前",,Ivan
"《ハンター》、弓を使う
敵の弱点――空の敵――",,Ivan
"だが、それだけ違う
弓と矢の使い方",,Ivan
"撃ち方、狙う距離、矢の種類――
射る、奥深い",,Ivan
"お前、《ハンター》見込みある
わざ、磨くか？",,Ivan
"オレ、イヴァン、教えてやる
それでお前の矢、もっと強くなる",,Ivan
"イニアス湖、この湖
知ってるか",,Ivan
"生き物たくさんいる
特に多い、ブルーニュート",,Ivan
"たまに手強い群、出てくることある
お前、気をつけろ",,Ivan
"湖の北、危ない
密猟者多い
気味悪い廃墟ある",,Ivan
オレ、あのあたり行かない,,Ivan
"森の南、大物多い
遺跡に白獅子出たことある
かなりの強敵",,Ivan
"巨人も出たことある
相当の乱暴者",,Ivan
"もし現れたら、戦うか逃げるか
迷わず決めろ
判断遅れ、命取り",,Ivan
――ん？　あぁ,,Ivan
お前、筋良い,,Ivan
大丈夫、もう立派な《ハンター》,,Ivan
"お前、まだ未熟
弓の使い方、もっと覚えろ",,Ivan
"それでお前の弓
ずっと鋭く速くなる",,Ivan
"お前、もう弓、身体の一部
十分解ってる、弓のこと",,Ivan
"だから、教えてやる
オレの十八番",,Ivan
《ハンター》、弓うつ、獲物狙う,,Ivan
剣届かないやつ、弓届く,,Ivan
"矢、いくつか種類ある
知ってるか？",,Ivan
"固い大物狙う、矢じりに爆薬仕込む
威力強くなる",,Ivan
"他にも毒や睡眠薬、塗った矢もある
お前、選んで使え",,Ivan
"お前、まだまだ
弓、練習もっとしろ",,Ivan
"《ハンター》続ける
ジョブレベル１８なる――",,Ivan
"神殿の訓練官、お前の腕認めれば
オレに紹介くる",,Ivan
"それから教えてやる
もっと強い、速い弓",,Ivan
"お前、レベルいい線きた
もっと強い弓そろそろ教えてやる",,Ivan
"だけど、義理大事
お前見てきた神殿の訓練官に
挨拶してこい",,Ivan
オレ教える、その後,,Ivan
