old,english,speaker
カｯ――グハッ――（リアクションボイス）,,Leo
"負けた？
人間ごときに――我が屈したというのか？",,Leo
だが王子を失った今、貴様らは――,,Leo
"竜なきこの大地で
未来永劫、苦しみ続けることになるだろう",,Leo
バヒャハハハハハーー！！！（嘲笑）,,Leo
我が使命、果たしたわ,,Leo
ガハァッーーーー（咆哮）,,Leo
王子～！,,Leo
（泣いている演技）,,Gurdolin
うっ（リアクションボイス）,,Leo
王子！　ネド王子！,,Leo
息がある！,,Leo
王子、聞こえる？　目を開いて！,,Leo
――んっ――,,Lise
竜は！？,,Gurdolin
"王子――悪しき竜は、もういない
思いを汲めず――お許しを",,Elliot
――いいえ,,Leo
"悪しき竜を倒したら母上もいなくなってしまう
だから――",,Gurdolin
笛の音で母は目覚めてくれないだろうか,,Lise
"そして悪しき竜の心を
乗っ取ってもらえないだろうか",,Elliot
"僕はそう考えました
でも、誰にも相談できなくて――",,Gurdolin
ごめんなさい,,Gurdolin
"王子、言いたいこといっぱいあった
けど――忘れてあげる",,Lise
ジリアン――,,Lise
"では戻りましょう
ネド王子、祝祭の準備ですな！",,Elliot
皆さん――,,Elliot
"アッカーシェランの新しい時代の始まりです
レスタニアの皆さんも一緒に祝ってください",,Lise
"隊長、王子に注がれたあの竜力の中にはさ
やっぱりネドのお母さんがいたんだよね？",,
"さあな、少なくともそれが一番分かってんのは
アイツだ",,
ですね,,
"さあ、隊長、俺達も帰りましょう
レスタニアに！",,
グッ、,,
