old,new,english,speaker
よぉし、ぼくも頑張ります！,"Okay, I'll do my best!",,0
こんにちは！　一生懸命やりますね！,Hello! I will do my best.,,0
一緒に冒険、楽しみです！　わくわくするなぁ,I'm looking forward to our adventure together!　I'm so excited!,,0
わぁ、強そうですね！　よろしくお願いします！,"Wow, you seem strong! Nice to meet you!",,0
一番の家来を目指します、覚者さま！,"I aim to be the number one retainer, Master Arisen!",,0
安心してください！　ぼくが守りますから！,Don't worry!　I will protect you!,,0
あ！　覚者さま、誰か来ましたよ？,"Ah!　Master Arisen, someone's here?",,0
成功ですね！　覚者さま！,Success!　Master!,,0
やったぁ！　お役に立てて嬉しいなぁ,Yay!　Glad I could help!,,0
この次もうまくいきますように！,May this next one go well too!,,0
あ～、失敗かぁ。悔しいなぁ――,"Ah, a failure. It's so frustrating...",,0
ぼくの頑張り、見てて下さいね！,Please watch my efforts!,,0
あ！　なんだか今、強くなりました！,Ah! I suddenly feel stronger now!,,0
覚者さまより強くなって、きっと守りますから！,I will become stronger than you and I will protect you!,,0
行き先はどこなんですか？　楽しみだな,Where are we going? I'm looking forward to it.,,0
今日は何があるんだろう,What's in store today?,,0
あっ！！　ほら、敵ですよ！,"Ah!　Look, it's the enemy!",,0
覚者さま、敵があんなところに！,"Arisen, the enemy is over there!",,0
何かいる――気をつけないと――,There's something in there-- we have to be careful--,,0
わ！　あれ、すごく強そうですよ！？,Wow!　That looks so strong!,,0
覚者さま、あ、あんなのと戦うんですか？,"Oh, Arisen, are you going to fight with that thing?",,0
ありがとう！,Thank you!,,0
だ、誰か助けて！！,"Help, someone!!",,0
こいつを何とかして！,Do something about this guy!,,0
ごめんなさい、ぼく、もう――,"I'm sorry, I'm already...",,0
うっ――やられた――,Ugh... I've been hit...,,0
よぉし、ぼくがやっつけます！,"Okay, I'll take care of it!",,0
ああっ、敵が来ました！,"Ah, the enemy is here!",,0
楽勝でしたね！,It was an easy win!,,0
思ったほど強くなかったなぁ,It wasn't as strong as I thought it would be.,,0
覚者さまがご無事でよかったです！,"Arisen, I'm glad you're safe, my lord!",,0
今です！　ほらっ！！,Now!　Voila!,,0
心配ないですよ！　これくらい,Don't worry!　This much.,,0
――ちょっとやられました,--I've been hit a little bit.,,0
痛たたたっ――でも頑張る――,Ouch--but I'm trying--I'm trying--I'm trying.,,0
か、覚者さまぁ、ぼくもう体力が――,"Oh, Arisen, I'm already out of energy...",,0
ああ、だめ――倒れそう――,"Oh, no--I'm gonna collapse--",,0
え！？　覚者さま、覚者さまぁっ！！,"Eh!? Arisen, Arisen!!",,0
よーーーしこれでっ！,"All right, here we go!",,0
あっ！　すぐに治します！,Ah!　I'll fix it right away!,,0
おーい！　ぼくはこっちだ！,Hey!　I'm over here!,,0
支援しますね！,I will assist you!,,0
当たらないよ！,It won't hit!,,0
それっ！,That's it!,,0
えいやーっ、とう！,Eiyaa! Take that!,,0
これは痛いぞ！！,This is going to hurt!,,0
こっちです、さあ跳んで！,"This way, come on, jump!",,0
はい、解りました！,"Yes, I understand!",,0
了解っ！,Got it!,,0
えぇ！？　ちょっと無理です！,What?!　I can't do it for a minute!,,0
覚者さま、何してるんですか？,"Arisen, what are you doing?",,0
あっ、もうお出かけの準備ですか？,"Oh, are you ready to go out already?",,0
もしお疲れなら休んでいきましょう、覚者さま？,"If you're tired, let's take a rest, Lord Arisen?",,0
ゆっくりして下さいね覚者さま,"Please take your time, Arisen",,0
"おやすみなさい
これ、いい夢を見られるおまじないです――","Good night.
Here's a spell that will help you have good dreams--",,0
ゆっくり寝て、また冒険に行きましょうね,Sleep well and let's go on another adventure!,,0
わぁ！　この家財、ぼくも大好きなんです,Wow! I love this furniture too.,,0
模様替えって、なんだか楽しくなっちゃいますね！,Redecorating is kind of fun!,,0
覚者さま、エリア探索より戻りましたぁ,"Arisen, I have returned from exploring the area",,0
今回のエリア探索、とっても良い成果を上げられたんですよ！,We achieved very good results in this area exploration!,,0
へぇ～――　ふぅん――,"Oh, wow-- hmmm--",,0
"庭に何かいますよ！
ふふ、可愛いな～！","There's something in the garden!
Hehe, how cute～!",,0
こうかな？　あっ――入れ過ぎたかも――,Like this?　I think I may have put too much in.,,0
やったぁ！　こういうの欲しかったんです！,Yay!　I wanted something like this!,,0
これで覚者さまをばっちりお守りしますからね！,"With this, we will protect the Arisen perfectly, you know!",,0
よぉし、このスキルで頑張るぞ！,"Alright, I'm going to work hard with these skills!",,0
このスキル、コツが要りそうだな～,I guess I'll have to get the hang of this skill!,,0
ねぇ覚者さま、たまにはの～んびりしましょう,"Hey, Master Arisen, let's take it easy once in a while!",,0
ん？ どっか行くんですか？,Hmm? Are you going somewhere?,,0
なんでしょう、覚者さま！,"What is it, Lord Arisen?",,0
ねぇねぇ、今日はどこに行くんですか？,"Hey, hey, where are we going today?",,0
覚者さまのお力になります！,I will assist the Arisen!,,0
